0615,0615_45,0615_664,0615_632,0615_3202,0615_1542,0615_2199,0615_2079,0615_792,0615_1875,0615_882,0615_883,0615_230,0615_914,0615_1431,0615_3022,0615_3156,0615_955,0615_479,0615_725,0615_2590,0615_2011,0615_2636,0615_1447,0615_144
0406,0406_584,0406_2478,0406_197,0406_698
0484,0484_2990,0484_2452,0484_1737,0484_1114,0484_1022,0484_444,0484_188,0484_108
0316,0316_1245,0316_1153,0316_301
0829,0829_64
0007,0007_150,0007_153
0165,0165_287,0165_231,0165_160
0492,0492_329,0492_124,0492_892,0492_726,0492_1451,0492_1360
0120,0120_825
0678,0678_2705,0678_1720,0678_2739,0678_56,0678_2793,0678_2131
0702,0702_109,0702_158,0702_1201
1077,1077_1057,1077_230,1077_1997,1077_1042,1077_1825,1077_1246,1077_1561,1077_176,1077_2434,1077_1915,1077_973,1077_1502,1077_1210,1077_610,1077_2325,1077_2505,1077_2242
0549,0549_359,0549_191,0549_434
0543,0543_406,0543_486,0543_429,0543_377,0543_561,0543_117
0683,0683_102,0683_492,0683_378,0683_118
0970,0970_97,0970_503
0442,0442_2870,0442_3280,0442_2433,0442_451,0442_615,0442_1229
1001,1001_1336
1017,1017_533,1017_1193,1017_942,1017_1307
0371,0371_927,0371_725,0371_255,0371_1084,0371_1183,0371_416
0791,0791_509,0791_2724,0791_23,0791_1115,0791_988,0791_828,0791_2852,0791_1512,0791_1162,0791_1485,0791_2303,0791_3011,0791_2603,0791_3165,0791_319,0791_2941,0791_1153,0791_1262,0791_826
0714,0714_1670,0714_2369,0714_2268,0714_2690,0714_620,0714_1894,0714_5,0714_2048,0714_1354,0714_1470,0714_1737,0714_1586,0714_64,0714_1655,0714_2463,0714_1175,0714_1623
0105,0105_492,0105_132
0760,0760_456,0760_209
0561,0561_527,0561_1878,0561_2209,0561_1695,0561_2771,0561_487,0561_351,0561_1262,0561_1825,0561_2543,0561_1495,0561_546,0561_2503,0561_934,0561_2188,0561_1454,0561_1068
0706,0706_1115,0706_1122,0706_2479,0706_951,0706_2487,0706_1837,0706_55,0706_2577,0706_2569,0706_2197,0706_1100
0992,0992_772,0992_262,0992_151,0992_745,0992_66,0992_122,0992_1376,0992_404,0992_28
0889,0889_1217,0889_115,0889_1218,0889_289
0129,0129_218
0584,0584_498,0584_67
0358,0358_139,0358_16,0358_109,0358_713,0358_507,0358_149,0358_21,0358_552,0358_340,0358_227,0358_556,0358_682
0815,0815_253,0815_200,0815_147,0815_99
0038,0038_165,0038_192,0038_77
0563,0563_61,0563_406,0563_544,0563_462,0563_477,0563_252,0563_287,0563_388
0148,0148_782,0148_57
