0615,0615_2810,0615_683,0615_2698
0406,0406_1448,0406_1932,0406_352
0484,0484_50,0484_1267,0484_2080,0484_1835,0484_190,0484_3354
0316,0316_859
0007,0007_439
0492,0492_833,0492_647,0492_775,0492_1304
0120,0120_377
0678,0678_2191,0678_541,0678_545
1077,1077_996,1077_1429,1077_1517,1077_1417
0683,0683_530,0683_104
0970,0970_593,0970_286
0442,0442_2464,0442_1913,0442_1766
1001,1001_268,1001_1377
1017,1017_2000,1017_827,1017_1966,1017_1221
0791,0791_2053,0791_2620,0791_2344,0791_815,0791_1795,0791_3358,0791_1244,0791_3254
0714,0714_1387,0714_2443,0714_833,0714_2521,0714_1075,0714_93,0714_1263,0714_1810,0714_1714
0105,0105_644,0105_269
0561,0561_278,0561_2664,0561_2087
0706,0706_1280,0706_358,0706_1234,0706_2526,0706_2278,0706_2140,0706_2343,0706_1616,0706_764,0706_466,0706_825,0706_904
0992,0992_78
0889,0889_889,0889_457
0358,0358_249
0148,0148_18,0148_485,0148_622,0148_248,0148_33,0148_391
0636,0636_1853,0636_2265,0636_1695,0636_998,0636_2248
0394,0394_61,0394_1645,0394_2238,0394_1520,0394_1282,0394_93,0394_2468,0394_1029
0176,0176_802,0176_664,0176_301,0176_215,0176_879,0176_649
0571,0571_46,0571_773
0803,0803_81,0803_188
0491,0491_1921,0491_2278,0491_613,0491_1528,0491_794,0491_3024
0127,0127_824,0127_158,0127_803
0643,0643_1135,0643_43,0643_1043,0643_981,0643_1254,0643_1188
0328,0328_558,0328_33,0328_67,0328_1066,0328_137,0328_35,0328_773,0328_901,0328_89,0328_1002,0328_176,0328_155
0378,0378_156,0378_678,0378_1190,0378_1001,0378_1091,0378_1876,0378_1042,0378_666
0390,0390_2212,0390_1503,0390_909,0390_851,0390_357
0485,0485_1718,0485_1627
0343,0343_524,0343_1114,0343_1058,0343_625
0191,0191_600,0191_888,0191_929
0846,0846_679,0846_346
0324,0324_178,0324_95,0324_457,0324_384,0324_331,0324_868,0324_646,0324_236,0324_425,0324_935,0324_204,0324_143,0324_338,0324_352
0404,0404_640,0404_1561,0404_499,0404_1299,0404_1183,0404_154,0404_1578,0404_941,0404_2017
0433,0433_269,0433_757
0831,0831_1330,0831_1119,0831_1365,0831_877
0009,0009_345,0009_438,0009_48,0009_609,0009_27
0576,0576_2384,0576_2206
0985,0985_601,0985_706,0985_781,0985_967,0985_605
0259,0259_600
0798,0798_761
0143,0143_40
0314,0314_540
0021,0021_381,0021_917
0818,0818_280
0628,0628_1790,0628_392,0628_1998,0628_1446
0490,0490_3162,0490_578,0490_2502,0490_1553,0490_2243,0490_49,0490_2983,0490_2659,0490_1486,0490_3021
0820,0820_592,0820_2824
0882,0882_633,0882_59
0932,0932_1595,0932_2956,0932_2315,0932_1824,0932_670,0932_1265,0932_711,0932_2593
0572,0572_3067,0572_2824,0572_3016,0572_3387,0572_3390,0572_3004,0572_110,0572_3169,0572_1851,0572_1627,0572_2252,0572_515
0012,0012_163,0012_191,0012_379
0968,0968_1983,0968_1395,0968_711,0968_1390
0687,0687_140,0687_995,0687_3108
1021,1021_1322
0439,0439_539,0439_1990,0439_119,0439_1320,0439_785,0439_2159,0439_106,0439_2448,0439_811,0439_1200,0439_993,0439_1924,0439_2041,0439_1538,0439_295,0439_1142,0439_673,0439_1718,0439_1607,0439_1967,0439_941,0439_1364
0495,0495_1878,0495_572,0495_2552
0450,0450_567,0450_279
0917,0917_183
1087,1087_210
0637,0637_292,0637_3605,0637_2819,0637_799,0637_221
1044,1044_128,1044_882,1044_824
0692,0692_1162,0692_1104
0199,0199_93
0778,0778_860,0778_2031,0778_1623
0589,0589_2930,0589_2559
0357,0357_402
0131,0131_647,0131_873,0131_240,0131_75,0131_740
0182,0182_993
0608,0608_709,0608_1042,0608_205,0608_857,0608_3088,0608_2411,0608_1120,0608_1012,0608_1433
0649,0649_1273,0649_703,0649_155,0649_1307,0649_848,0649_1819,0649_34,0649_1454
1065,1065_264,1065_1822,1065_2122,1065_2805
0867,0867_2086,0867_1282,0867_2799,0867_141,0867_2240,0867_164,0867_241,0867_988,0867_108,0867_2468,0867_2241,0867_390,0867_423,0867_1290,0867_618
0114,0114_440,0114_906,0114_725,0114_379,0114_1030,0114_149,0114_532
0762,0762_1791,0762_1787,0762_1602,0762_1295,0762_1197,0762_249,0762_638,0762_36,0762_874
0506,0506_727,0506_1592,0506_633,0506_1752
1057,1057_1039
0448,0448_1497,0448_1854,0448_140
0285,0285_312,0285_165,0285_302,0285_315,0285_532,0285_440,0285_393,0285_185
0590,0590_1659,0590_2095,0590_621,0590_19
0854,0854_1279,0854_929,0854_1256,0854_1808
0729,0729_349,0729_344,0729_1049,0729_906,0729_1123,0729_100,0729_1330
0474,0474_739,0474_959
0273,0273_1072,0273_1222,0273_1043
0306,0306_119,0306_548,0306_841,0306_112,0306_684,0306_723,0306_614,0306_208
0806,0806_1059,0806_232,0806_685,0806_1892,0806_2491,0806_612,0806_1664,0806_2872
1020,1020_141,1020_970,1020_144,1020_2239,1020_1868,1020_1865
0749,0749_2196,0749_1523,0749_376,0749_1028,0749_380
0419,0419_2097,0419_1491,0419_1209
0348,0348_620,0348_123,0348_57
0707,0707_1699,0707_1638,0707_12,0707_217,0707_428,0707_2132,0707_1987,0707_551,0707_951,0707_413,0707_2336,0707_2488,0707_2297,0707_260,0707_2167,0707_674,0707_937
0926,0926_545,0926_163,0926_158
0740,0740_1246,0740_519
0195,0195_792,0195_215,0195_569,0195_149,0195_167
0032,0032_90,0032_223
0181,0181_520,0181_661,0181_625
0016,0016_649,0016_576
0310,0310_231,0310_320,0310_949,0310_38,0310_1071,0310_798,0310_483,0310_663,0310_102,0310_55,0310_920,0310_173,0310_314,0310_54,0310_998
0497,0497_325
0370,0370_197,0370_604,0370_1384,0370_428
0413,0413_1666,0413_856
0224,0224_936
0574,0574_1180,0574_694,0574_1533,0574_3056,0574_1979,0574_1439
1002,1002_2064,1002_2417,1002_2662,1002_2543,1002_1026,1002_1503,1002_1107,1002_767
0660,0660_1638,0660_400,0660_987,0660_1310
0812,0812_1167,0812_444,0812_1246
0908,0908_29
0246,0246_221
0274,0274_1030,0274_18
0765,0765_1084,0765_633
0254,0254_736,0254_38
0336,0336_454,0336_333
1072,1072_408,1072_493,1072_533,1072_758,1072_1017,1072_2555
0132,0132_206
0656,0656_213,0656_2013,0656_1749,0656_248,0656_651,0656_238,0656_254,0656_717
0243,0243_16,0243_988,0243_149,0243_1005,0243_198
0117,0117_776,0117_252,0117_522,0117_517,0117_767,0117_634,0117_234,0117_403
0638,0638_2783,0638_1038
0118,0118_217,0118_1308,0118_1256,0118_172,0118_1259,0118_1101,0118_289,0118_611,0118_1145,0118_62,0118_585,0118_829
0057,0057_619,0057_106,0057_1041,0057_1316
0222,0222_231,0222_789,0222_384
0645,0645_1093,0645_1594,0645_620,0645_448,0645_1718,0645_1577,0645_521,0645_653,0645_1966,0645_1035,0645_1632,0645_117,0645_500,0645_1022,0645_1654,0645_1076
0722,0722_129,0722_414
0895,0895_1609,0895_965,0895_2183,0895_737,0895_248,0895_782,0895_2139,0895_745
0838,0838_560,0838_413,0838_217,0838_247,0838_318
0065,0065_611,0065_113,0065_237,0065_293
0630,0630_2094,0630_668
1022,1022_623,1022_916,1022_732
1066,1066_1079,1066_633,1066_591,1066_221,1066_650
0457,0457_1922,0457_2518,0457_1090,0457_1765,0457_29,0457_531
0758,0758_589,0758_1658,0758_2029
0548,0548_2868,0548_2293,0548_2843
1064,1064_35,1064_1747,1064_197
0386,0386_955,0386_108
0126,0126_426,0126_133,0126_313,0126_184,0126_209,0126_391,0126_54,0126_146
0980,0980_446,0980_2519,0980_570,0980_152
0240,0240_863
0632,0632_1337,0632_812,0632_1829,0632_1185
0897,0897_813,0897_1900,0897_355,0897_2481
1009,1009_376
0742,0742_1072,0742_1580
0250,0250_378,0250_544,0250_248
0953,0953_1261
0966,0966_1967,0966_817
0238,0238_279,0238_75
0974,0974_1691
0808,0808_111,0808_325
0345,0345_226,0345_777
0167,0167_312,0167_925
0037,0037_227,0037_858
0069,0069_408
1048,1048_859,1048_829,1048_899,1048_365,1048_968,1048_983
0201,0201_632,0201_827,0201_101
0677,0677_136,0677_116
0302,0302_117,0302_30,0302_299,0302_133,0302_752,0302_233,0302_395,0302_967,0302_1158,0302_629,0302_1012,0302_785,0302_400,0302_854,0302_49,0302_1181,0302_497,0302_449,0302_1245,0302_1370,0302_733,0302_353
0469,0469_982,0469_692
0688,0688_855,0688_303,0688_1378,0688_948
0363,0363_353,0363_1104,0363_355,0363_900,0363_1053
0252,0252_516,0252_537,0252_995,0252_13
0174,0174_867,0174_612,0174_758
0982,0982_933,0982_492,0982_182
0503,0503_594,0503_1259,0503_1696,0503_1860,0503_2180,0503_793,0503_55,0503_1793,0503_28,0503_1467,0503_1610,0503_813,0503_452,0503_1137,0503_1004
0412,0412_1456,0412_2480,0412_410,0412_2265,0412_591,0412_2768,0412_573,0412_1222,0412_8,0412_1890,0412_1250,0412_535,0412_550,0412_258,0412_1053,0412_2798
0307,0307_949,0307_970,0307_930,0307_608,0307_489,0307_213,0307_312,0307_918
0790,0790_1204,0790_1431,0790_1290,0790_215,0790_529
0814,0814_1035,0814_1245,0814_671
