0406,0406_1449,0406_543,0406_263
0889,0889_167
0358,0358_483,0358_33
0636,0636_1323,0636_1844
0404,0404_1215,0404_667,0404_1233,0404_768,0404_1240
0985,0985_598,0985_40
0259,0259_151,0259_937,0259_329
0932,0932_1519,0932_2448
0012,0012_554,0012_474,0012_181,0012_105,0012_738,0012_984
0357,0357_339,0357_606,0357_321
0707,0707_2625
0574,0574_838
0660,0660_1008,0660_494
0638,0638_321,0638_1071,0638_275,0638_1379
0065,0065_373,0065_181
1022,1022_1284
1064,1064_1395,1064_799,1064_1354
0126,0126_283
1009,1009_618
0742,0742_275,0742_1338
0603,0603_258,0603_1531,0603_3143,0603_1167,0603_3347,0603_150
0953,0953_1772,0953_1013
0238,0238_644,0238_777,0238_414
0593,0593_1348,0593_1563,0593_679,0593_1884
0464,0464_324,0464_1520
0720,0720_2128,0720_2070
0567,0567_3626,0567_3265,0567_823
0076,0076_352
0111,0111_759,0111_4
0826,0826_2564,0826_1122,0826_2095,0826_2312
0020,0020_215,0020_759
0769,0769_1427
1030,1030_2918,1030_3981
0477,0477_3829,0477_1623,0477_2302
0715,0715_230,0715_270
0517,0517_1780
0939,0939_3627,0939_2268
1029,1029_749,1029_851
0449,0449_852,0449_1252
0975,0975_152
0142,0142_303
1062,1062_998
0674,0674_1229,0674_1805
0973,0973_430
0575,0575_1660,0575_1260
0147,0147_250,0147_652,0147_923,0147_877,0147_908
0286,0286_669,0286_11
0202,0202_753,0202_587
0805,0805_375,0805_2070
0146,0146_764,0146_835,0146_400
0952,0952_433
0422,0422_1658
0991,0991_309,0991_207
0675,0675_311,0675_50
0701,0701_1513,0701_382
0405,0405_569,0405_835,0405_312
0426,0426_1883,0426_761
0741,0741_1091
0624,0624_65,0624_1797
1023,1023_1280
0961,0961_546,0961_769
0468,0468_1411
0903,0903_593,0903_2197
0440,0440_2804,0440_2331,0440_1846
0401,0401_647,0401_1397,0401_33,0401_916,0401_1229,0401_903
0034,0034_612,0034_73
0387,0387_1,0387_98
0849,0849_2328,0849_2202
0425,0425_734,0425_53,0425_1011,0425_380
0789,0789_2685,0789_818
0467,0467_1852,0467_156
0441,0441_949,0441_2011,0441_3233
0125,0125_218
0209,0209_432
0323,0323_19,0323_1074,0323_1146
0602,0602_179,0602_2180
0986,0986_337
0056,0056_4,0056_718,0056_55,0056_844,0056_1072
0635,0635_172
0099,0099_1101
0546,0546_291,0546_2451
0960,0960_254
1069,1069_747
