0120,0120_372,0120_173
1077,1077_1059,1077_2526
0491,0491_1019,0491_499,0491_1169,0491_3004
0439,0439_623,0439_531,0439_912
0182,0182_838
0756,0756_96
1066,1066_860
0855,0855_227
0393,0393_699
1041,1041_1591
0582,0582_2748,0582_129
0600,0600_255
0530,0530_1712,0530_934
0943,0943_233
0415,0415_746
1023,1023_875
0804,0804_128,0804_1666
0849,0849_1238
0946,0946_1669,0946_2643,0946_2573,0946_3172
0170,0170_148
0673,0673_387
0783,0783_559
0933,0933_294
0289,0289_393
0876,0876_1280
