0120,0120_573
1001,1001_42
0706,0706_1953,0706_1791
0148,0148_498
0803,0803_1281,0803_924
0491,0491_602,0491_2566
0985,0985_601,0985_605
0968,0968_524,0968_1674
0131,0131_23
0084,0084_1015
0273,0273_1186
1020,1020_1243,1020_889
0947,0947_420
0117,0117_972
0090,0090_825
0838,0838_212
1022,1022_1138,1022_149
1066,1066_878
0457,0457_507,0457_2382,0457_1208
0126,0126_252
0632,0632_1754,0632_263
1009,1009_257
0069,0069_731
0982,0982_1166,0982_608,0982_6
0063,0063_998
0140,0140_751
0139,0139_134,0139_754,0139_565,0139_215
0133,0133_643
0128,0128_247
1006,1006_1055
0848,0848_1000
0827,0827_401,0827_1792
0076,0076_892
0085,0085_10
0111,0111_13
0078,0078_840,0078_1098
0153,0153_1015
0582,0582_1895,0582_2950,0582_693,0582_2614
1030,1030_2307,1030_2942
1015,1015_217,1015_753
0989,0989_588,0989_1109
0091,0091_1037
0071,0071_926
0939,0939_819,0939_1046,0939_1136,0939_3733
0295,0295_103
0142,0142_1028
0159,0159_617
0097,0097_529
0077,0077_534
0147,0147_255
0713,0713_1571,0713_656
0072,0072_583
0051,0051_464,0051_176
1084,1084_726,1084_2715
0988,0988_1171
1037,1037_867,1037_2034
0113,0113_1170
0173,0173_183
0070,0070_985
1016,1016_2218,1016_829
0083,0083_267
0415,0415_746
0163,0163_712
1023,1023_1219,1023_1085,1023_1503,1023_1101
0075,0075_284
0082,0082_283
0156,0156_80
1055,1055_1721,1055_548
0681,0681_1477
0804,0804_1747,0804_389
1042,1042_738
0160,0160_293
0673,0673_360,0673_3196
0125,0125_1110
0149,0149_300
0933,0933_1051
0023,0023_752
1007,1007_714,1007_176
0986,0986_455,0986_462,0986_626
0064,0064_344
0098,0098_342
0771,0771_588
0460,0460_1713,0460_2757,0460_1116
0197,0197_959
0089,0089_272
0996,0996_809
0842,0842_1234
