0316,0316_719
0492,0492_1078,0492_399
0120,0120_1013
0702,0702_799,0702_1140,0702_1201
1017,1017_1811
0371,0371_1367,0371_190
0176,0176_69,0176_305
0378,0378_500,0378_909,0378_1019
0846,0846_1380,0846_1749,0846_436
0831,0831_338,0831_966,0831_786
0857,0857_0,0857_52,0857_199,0857_118
0259,0259_151
0021,0021_602,0021_840,0021_706,0021_133,0021_680,0021_668,0021_294,0021_451,0021_1138,0021_1011
1021,1021_1460,1021_563,1021_490,1021_1272,1021_521
0166,0166_147
0495,0495_2154
1087,1087_818,1087_707
1044,1044_1392,1044_1003
0589,0589_821,0589_2263
0292,0292_257,0292_827,0292_207
0762,0762_613,0762_1668
0124,0124_448,0124_500
0474,0474_1032,0474_279,0474_1627,0474_777,0474_980
0306,0306_728,0306_511,0306_34,0306_537
0016,0016_225,0016_662
0310,0310_520,0310_835
0497,0497_2066,0497_2659
0200,0200_109
0413,0413_366,0413_1675,0413_324,0413_1508,0413_955,0413_1729
0574,0574_2742
0055,0055_284,0055_166,0055_0
0656,0656_861,0656_911,0656_2588,0656_480,0656_1572,0656_1993
0243,0243_798
0090,0090_921,0090_855,0090_620
0057,0057_277,0057_203,0057_1063,0057_1186
0895,0895_2404,0895_1339
1022,1022_3,1022_928,1022_1257,1022_214,1022_614,1022_1050
0610,0610_698
0386,0386_1557,0386_887,0386_1185,0386_845
0126,0126_486,0126_977,0126_1220
0980,0980_1156
0897,0897_1161,0897_2161
0603,0603_707
0953,0953_1772,0953_1013
0069,0069_87,0069_789
0201,0201_802,0201_610,0201_298,0201_782
0412,0412_375,0412_2209,0412_757,0412_292,0412_1206,0412_2156
0950,0950_288
0307,0307_545,0307_532
0665,0665_1303,0665_1709,0665_1846
0063,0063_58
0140,0140_295,0140_1046,0140_811
0042,0042_1286,0042_1200
1038,1038_1591,1038_941
0664,0664_585,0664_1797,0664_2067,0664_2262,0664_1204,0664_208
0103,0103_15,0103_847,0103_244,0103_49
0776,0776_1547,0776_1795
0223,0223_204
0414,0414_1234,0414_1540,0414_1153,0414_1016,0414_2027,0414_1149,0414_319
0855,0855_51
0301,0301_218,0301_153,0301_138,0301_37,0301_1245
0923,0923_1092
0208,0208_239,0208_127,0208_309,0208_52,0208_721,0208_672
0190,0190_533
0936,0936_1268
0060,0060_80
0030,0030_693,0030_866,0030_452,0030_264
0564,0564_710,0564_551,0564_816
0827,0827_775
0639,0639_1665,0639_2199
0111,0111_752
0685,0685_229
1054,1054_494,1054_288
0666,0666_2861,0666_825
0092,0092_479,0092_909,0092_408,0092_295,0092_302,0092_389
0271,0271_245
0093,0093_211
0694,0694_321
0020,0020_355,0020_924,0020_840,0020_810,0020_286,0020_837
0689,0689_215,0689_112
0061,0061_55
0901,0901_2044,0901_1760
0300,0300_50,0300_418,0300_427,0300_13,0300_750,0300_1012
0475,0475_2854,0475_972,0475_1329,0475_692
0293,0293_17,0293_835,0293_162
1049,1049_1448,1049_2040,1049_152
0398,0398_375,0398_1473
0840,0840_942,0840_632,0840_1492,0840_2654,0840_1110,0840_1256,0840_958
0198,0198_721,0198_139,0198_0
0921,0921_218,0921_32
