0406,0406_1916,0406_1004,0406_1094
0316,0316_1321,0316_132,0316_344,0316_1245,0316_931,0316_890,0316_1258,0316_706
0007,0007_490,0007_687
0165,0165_145
0492,0492_1145,0492_980,0492_213,0492_1457
0157,0157_243,0157_220,0157_67
0120,0120_433,0120_124,0120_446
0702,0702_1326,0702_477,0702_791
1077,1077_2397,1077_1041,1077_1324,1077_278,1077_788,1077_800,1077_2625,1077_634,1077_898,1077_2017
0442,0442_2602,0442_670,0442_3117
1001,1001_1113,1001_1242
1017,1017_624,1017_1247,1017_609,1017_1754,1017_248,1017_1757,1017_2096,1017_2055,1017_1297,1017_791,1017_1811
0371,0371_738,0371_1091,0371_1498,0371_371,0371_358,0371_320,0371_133,0371_562,0371_877,0371_499,0371_934,0371_1065,0371_282,0371_763,0371_474,0371_423,0371_343,0371_1322,0371_1529,0371_1155,0371_966,0371_464,0371_772
0714,0714_2307,0714_2261,0714_792,0714_794
0105,0105_1172,0105_621,0105_1036,0105_1016,0105_763,0105_282,0105_1037,0105_988,0105_926,0105_519,0105_1052
0760,0760_67,0760_286,0760_173,0760_130
0561,0561_2695,0561_665,0561_203,0561_1100,0561_2671,0561_1915,0561_1218,0561_2426,0561_2,0561_396,0561_741
0992,0992_1397,0992_1202,0992_1143
0148,0148_93
0651,0651_1797,0651_1667,0651_310,0651_2803,0651_2550,0651_1779
0837,0837_79
0636,0636_1468,0636_1356,0636_1046,0636_116
0100,0100_90,0100_182,0100_671
0258,0258_599
0394,0394_1239,0394_1251,0394_2057,0394_93,0394_2310,0394_1170,0394_789
0176,0176_268,0176_937,0176_678
0803,0803_1530,0803_539
0491,0491_796,0491_1409,0491_261,0491_479,0491_2077
0127,0127_656,0127_650,0127_1241
0643,0643_251,0643_939,0643_1758,0643_216,0643_1920,0643_992,0643_705,0643_1170,0643_259,0643_1641,0643_1893,0643_809
0328,0328_963,0328_680,0328_893
0378,0378_1632,0378_1360,0378_897,0378_1117,0378_2000
0485,0485_1202,0485_1526
0343,0343_563,0343_516,0343_993,0343_185,0343_246
0334,0334_235
0662,0662_182,0662_294,0662_174,0662_293
0191,0191_543
0846,0846_1284,0846_100,0846_644
0324,0324_710
0404,0404_1608,0404_103,0404_468,0404_1754,0404_776,0404_294,0404_54,0404_1006,0404_323,0404_1239,0404_640,0404_263,0404_1561,0404_1381,0404_1498,0404_1874,0404_1078,0404_1601,0404_1128,0404_1695,0404_1686,0404_1578,0404_1300
0433,0433_967,0433_1129,0433_779,0433_44,0433_37,0433_1528
0831,0831_1046
0294,0294_125,0294_493
0009,0009_509,0009_724,0009_35,0009_790
0985,0985_906
0857,0857_221,0857_187
0259,0259_36,0259_23
0798,0798_215
0314,0314_589,0314_1279,0314_1079,0314_95,0314_604,0314_481
0021,0021_676,0021_894,0021_253,0021_130,0021_840,0021_706,0021_133,0021_458,0021_680,0021_668,0021_800,0021_414,0021_920
0818,0818_148
0628,0628_1516,0628_1095,0628_876,0628_250,0628_1840,0628_1183
0490,0490_1757,0490_2176,0490_170,0490_2775
0820,0820_2090,0820_991
0882,0882_554,0882_826,0882_992
0932,0932_2936,0932_2975
0572,0572_1888,0572_631,0572_2485,0572_182,0572_2562,0572_324,0572_1646,0572_2725,0572_2481
0012,0012_38,0012_123,0012_761,0012_406
0968,0968_1219,0968_823
0687,0687_218,0687_3386,0687_214,0687_318,0687_1441,0687_2413,0687_2635
