0628,0628_1923,0628_1219
0692,0692_336
0867,0867_675,0867_530
0740,0740_225
1002,1002_962,1002_2940,1002_2226,1002_2435
1072,1072_2429
0117,0117_911
0482,0482_2049,0482_1147
0140,0140_304
0664,0664_2205,0664_2486
0133,0133_226
0393,0393_659
0827,0827_835
0477,0477_819
1012,1012_307
1076,1076_1195
0499,0499_469,0499_2620
0568,0568_3531
0575,0575_1763,0575_1980
0748,0748_433
0376,0376_914,0376_54,0376_509
0421,0421_642
1047,1047_110
0586,0586_1952,0586_1346
0701,0701_1030,0701_2085,0701_2153,0701_1353,0701_2997,0701_259
0595,0595_1067,0595_939,0595_92,0595_797,0595_1162,0595_1190
1016,1016_1007,1016_1515
0743,0743_767
0754,0754_1418
0551,0551_642
0211,0211_1102
0868,0868_560,0868_1338,0868_348,0868_1148
0047,0047_4
