0007,0007_491
1077,1077_1315,1077_2591
0791,0791_468,0791_3230
0992,0992_85
0148,0148_550,0148_656
0643,0643_1506,0643_549
0328,0328_87,0328_159
0009,0009_34,0009_432
0021,0021_253,0021_1097,0021_317,0021_847
0818,0818_1045
0012,0012_819,0012_254,0012_642,0012_111
0968,0968_1835
0495,0495_2545,0495_2650
0692,0692_1161
0448,0448_807,0448_1162
0474,0474_1527,0474_2038
0806,0806_2543,0806_229,0806_632,0806_779,0806_1856,0806_2159,0806_453,0806_2464,0806_1257,0806_477
0015,0015_328,0015_760,0015_135,0015_756,0015_124
0016,0016_524,0016_86
0890,0890_663,0890_2511
0574,0574_2575,0574_1764
0660,0660_1667
0765,0765_1083
0336,0336_436
1072,1072_832,1072_224,1072_2688,1072_674,1072_2507,1072_995,1072_496,1072_407
0638,0638_1220,0638_692
0645,0645_1230,0645_1305
1066,1066_1074
0610,0610_549
0596,0596_1876,0596_956
0742,0742_368
0603,0603_3185,0603_941,0603_1347,0603_70,0603_458,0603_2316,0603_2238,0603_1077,0603_1804,0603_1986,0603_2305,0603_2500,0603_666,0603_1466,0603_99,0603_869,0603_665,0603_2519,0603_2726,0603_546,0603_893,0603_725,0603_2047,0603_2900,0603_3125,0603_2431
0974,0974_566,0974_1150,0974_554,0974_1582,0974_2103,0974_539,0974_1638,0974_921,0974_1415,0974_2069,0974_1785,0974_897,0974_1386,0974_2110,0974_2179,0974_315,0974_309
0174,0174_915,0174_631,0174_866
0790,0790_131
0814,0814_803,0814_1110
0036,0036_1006,0036_852,0036_944
0958,0958_2032,0958_1606
0581,0581_681,0581_2598
0511,0511_1037,0511_389
1092,1092_1246,1092_833
0022,0022_361,0022_338,0022_633,0022_872
0848,0848_612
0153,0153_97,0153_258,0153_1061,0153_510,0153_928
0813,0813_1615
0475,0475_1703,0475_2611,0475_1671
1049,1049_637
0071,0071_485,0071_243,0071_767,0071_552
0337,0337_387,0337_137,0337_136
0183,0183_1002,0183_193
0152,0152_641
0331,0331_200
0287,0287_367
0097,0097_837,0097_572
0244,0244_1004,0244_610
0027,0027_248,0027_81,0027_820
0957,0957_360
0008,0008_229,0008_199,0008_551
0518,0518_960
0904,0904_2044,0904_230
0701,0701_584,0701_3041,0701_2359,0701_3042,0701_2383,0701_494,0701_2605,0701_182,0701_787,0701_319,0701_2337,0701_332,0701_2317,0701_2658,0701_2342
0525,0525_219,0525_1023
0888,0888_522,0888_1216
0540,0540_1951,0540_722,0540_52,0540_408,0540_1480,0540_757
0426,0426_1640,0426_1178
0512,0512_3337,0512_3216,0512_217,0512_1792,0512_1114,0512_3760,0512_1615,0512_2048,0512_3594,0512_250,0512_639,0512_1491,0512_1039,0512_2548,0512_2983,0512_892,0512_2764,0512_2815,0512_242,0512_3276,0512_1648,0512_596,0512_3630,0512_3090,0512_3835,0512_353,0512_1099,0512_194,0512_3590,0512_738,0512_1112,0512_938,0512_579,0512_1451
0833,0833_1136,0833_1397
0967,0967_239,0967_1093
0239,0239_377,0239_340,0239_602
0014,0014_414,0014_207,0014_1050,0014_537,0014_59
0624,0624_1059,0624_70,0624_733,0624_978
0961,0961_208,0961_789
0903,0903_2350,0903_829
0043,0043_671
0188,0188_325
0373,0373_1111,0373_1307,0373_657,0373_375
0175,0175_570
1073,1073_859
0341,0341_881
0533,0533_679,0533_2324
0034,0034_274,0034_552
0013,0013_376
0884,0884_89,0884_161
0523,0523_720,0523_384
0849,0849_2991,0849_1832,0849_3096,0849_1028
0270,0270_151
0784,0784_620,0784_811
0410,0410_536,0410_269,0410_506
0149,0149_116
0023,0023_274
0986,0986_155
0098,0098_199,0098_713
0056,0056_765,0056_466
0981,0981_203
0768,0768_1953
