0615,0615_2810
0406,0406_825,0406_122,0406_162,0406_1037
0484,0484_3093,0484_2690,0484_1546
0316,0316_1380,0316_435,0316_1112,0316_437
0007,0007_268,0007_755,0007_70
0157,0157_38,0157_154,0157_27
0120,0120_684,0120_704,0120_632
0678,0678_2815,0678_130,0678_2175,0678_2292,0678_2052,0678_1112,0678_1391
1077,1077_649,1077_2363,1077_2092,1077_2569,1077_41,1077_2116,1077_1026,1077_2340
0549,0549_494,0549_362,0549_307,0549_552,0549_324,0549_352
0970,0970_31,0970_524
0442,0442_2894,0442_1505,0442_37
1001,1001_1368,1001_1254,1001_74,1001_380
1017,1017_409,1017_307,1017_917,1017_2227,1017_2150
0371,0371_1067,0371_273,0371_202,0371_59,0371_217,0371_1545
0791,0791_2443,0791_2426,0791_1563,0791_3066,0791_1379,0791_512,0791_2847,0791_1080,0791_2898,0791_2619,0791_468,0791_1617,0791_463,0791_459,0791_3230,0791_1106,0791_1845,0791_2529,0791_3299,0791_3211
0714,0714_2150,0714_1024,0714_616,0714_560,0714_1754,0714_339,0714_2094,0714_1038
0105,0105_494,0105_863,0105_1162,0105_267,0105_791,0105_640,0105_608,0105_1017,0105_103,0105_1055
0760,0760_438,0760_466
0561,0561_2349,0561_2807,0561_2870,0561_232,0561_1127,0561_2542
0706,0706_291,0706_1304,0706_1828,0706_892,0706_1683
0992,0992_1348,0992_1442,0992_686,0992_834
0358,0358_466,0358_356
0563,0563_358,0563_118,0563_98,0563_354
0148,0148_856,0148_117
0837,0837_38
0332,0332_103
0100,0100_215,0100_144
0258,0258_806,0258_866,0258_461,0258_438,0258_501
0176,0176_983,0176_205,0176_1050,0176_819,0176_464
0864,0864_211
0491,0491_2914,0491_795,0491_1234,0491_2065,0491_808,0491_2982
0127,0127_274,0127_942,0127_1325
0643,0643_1973,0643_1849,0643_1173,0643_1707,0643_488,0643_348
0328,0328_638,0328_313,0328_578,0328_172,0328_188,0328_511
0134,0134_513,0134_341,0134_533,0134_292,0134_851,0134_709,0134_885
0485,0485_283,0485_1864,0485_1272
0343,0343_821,0343_1119,0343_561,0343_67,0343_832,0343_772,0343_315,0343_796
0334,0334_680,0334_569,0334_600,0334_768,0334_602,0334_1019,0334_778,0334_345,0334_650,0334_1073,0334_938,0334_179,0334_285
0191,0191_217,0191_946,0191_41,0191_526,0191_757
0846,0846_1349,0846_1673
0324,0324_764,0324_890,0324_619
0433,0433_1366,0433_1396
0792,0792_100,0792_193,0792_541
0831,0831_1330,0831_1119
0294,0294_1166,0294_742
0009,0009_216,0009_326,0009_534
0576,0576_851
0985,0985_684,0985_1241
0857,0857_246,0857_329,0857_143
0259,0259_746,0259_802,0259_1028,0259_742,0259_194
0798,0798_763,0798_666,0798_1147,0798_1108,0798_1088
0314,0314_749
0021,0021_440,0021_122
0818,0818_1456,0818_1285,0818_176
