0484,0484_2248
0394,0394_2468
0882,0882_1537
0012,0012_989,0012_408
1022,1022_297
1010,1010_131
0140,0140_187,0140_1168,0140_745
1038,1038_939,1038_468,1038_559
0855,0855_101
0779,0779_248
0614,0614_187
0666,0666_2867
1043,1043_1647
0777,0777_670
0575,0575_2976,0575_2964,0575_3326,0575_2716
0748,0748_594
0569,0569_983
0805,0805_1361,0805_1098
0196,0196_574
1051,1051_1602
0478,0478_533
1055,1055_1136,1055_901
0013,0013_343
0849,0849_1238
0946,0946_3117,0946_3391
0303,0303_844
0197,0197_1020,0197_979
