0000,57.27
0001,57.22
0002,57.72
0003,57.97
0004,58.21
0005,58.28
0006,60.44
0007,62.0
0008,62.81
0009,62.95
0010,63.03
0011,63.1
0012,62.91
0013,61.72
0014,62.79
0015,61.86
0016,62.28
0017,62.50
0018,62.61
0019,62.71
0020,62.42
0021,62.26
0022,62.46
0023,62.52
0024,62.55
0025,62.58
0026,62.88
0027,62.82
0028,61.54
0029,61.53
0030,61.02
0031,60.76
0032,60.5
0033,60.89
0034,59.97
0035,59.27
0036,59.1
0037,58.88
0038,58.77
0039,58.65
0040,59.0
0041,58.76
0042,59.0
0043,58.9
0044,58.82
0045,58.78
0046,58.76
0047,58.74
0048,58.67
0049,58.85
0050,58.15
0051,58.27
0052,58.33
0053,58.39
0054,58.49
0055,58.46
0056,58.66
0057,58.89
0058,58.59
0059,58.44
0060,58.29
0061,58.64
0062,58.41
0063,58.09
0064,57.85
0065,57.34
0066,57.09
0067,56.84
0068,56.95
0069,57.49
0070,55.82
0071,56.03
0072,56.30
0073,56.44
0074,56.58
0075,56.89
0076,56.39
0077,57.43
0078,58.24
0079,58.32
0080,58.36
0081,58.4
0082,59.41
0083,59.5
0084,58.04
0085,57.83
0086,58.04
0087,58.14
0088,58.25
0089,58.19
0090,57.26
0091,57.0
0092,56.97
0093,56.95
0094,56.94
0095,56.93
0096,57.66
0097,57.91
0098,57.22
0099,57.05
0100,57.06
0101,57.07
0102,57.08
0103,56.94
0104,58.07
0105,58.21
0106,57.35
0107,57.42
0108,57.46
0109,57.5
0110,58.01
0111,57.56
0112,57.52
0113,57.85
0114,57.84
0115,57.84
0116,57.83
0117,60.22
0118,59.33
0119,59.79
0120,59.76
0121,59.95
0122,60.05
0123,60.14
0124,60.32
0125,60.45
0126,60.05
0127,61.0
0128,60.83
0129,60.74
0130,60.66
0131,59.55
0132,59.62
0133,59.47
0134,59.94
0135,60.05
0136,60.11
0137,60.17
0138,59.96
0139,60.67
0140,60.55
0141,60.07
0142,59.67
0143,59.48
0144,59.38
0145,59.28
0146,59.09
0147,59.45
0148,59.88
0149,60.37
0150,60.61
0151,60.85
0152,60.45
0153,60.66
0154,59.96
0155,59.36
0156,59.12
0157,59.00
0158,58.89
0159,58.96
0160,58.98
0161,59.2
0162,58.79
0163,58.20
0164,57.90
0165,57.6
0166,57.24
0167,57.71
0168,57.91
0169,58.41
0170,58.60
0171,58.70
0172,58.79
0173,58.88
0174,58.92
0175,58.25
0176,58.22
0177,58.08
0178,58.00
0179,57.93
0180,57.71
0181,56.93
0182,57.94
0183,57.59
0184,57.42
0185,57.33
0186,57.24
0187,57.75
0188,57.73
0189,58.04
0190,58.07
0191,58.16
0192,58.20
0193,58.25
0194,57.9
0195,58.16
0196,58.51
0197,58.7
0198,58.83
0199,58.89
0200,58.96
0201,58.99
0202,58.51
0203,58.53
0204,57.71
0205,57.57
0206,57.50
0207,57.43
0208,56.52
0209,57.69
0210,58.62
0211,59.0
0212,59.15
0213,59.22
0214,59.3
0215,59.44
0216,59.08
0217,59.16
0218,58.35
0219,58.30
0220,58.28
0221,58.26
0222,57.93
0223,57.28
0224,58.55
0225,59.01
0226,58.91
0227,58.85
0228,58.8
0229,59.67
0230,59.32
0231,58.29
0232,56.59
0233,54.83
0234,53.95
0235,53.07
0236,55.39
0237,53.4
0238,55.28
0239,54.78
0240,54.95
0241,55.03
0242,55.12
