0000,36.5
0001,36.02
0002,36.03
0003,36.03
0004,36.03
0005,35.86
0006,35.98
0007,36.47
0008,36.48
0009,36.34
0010,36.28
0011,36.21
0012,36.07
0013,35.99
0014,36.54
0015,36.84
0016,36.99
0017,37.06
0018,37.10
0019,37.14
0020,37.17
0021,37.7
0022,37.65
0023,37.64
0024,37.64
0025,37.63
0026,37.61
0027,37.73
0028,37.56
0029,37.87
0030,37.72
0031,37.64
0032,37.56
0033,37.48
0034,37.53
0035,37.25
0036,37.3
0037,36.54
0038,36.16
0039,35.78
0040,35.39
0041,36.04
0042,35.58
0043,35.39
0044,35.11
0045,34.97
0046,34.90
0047,34.83
0048,35.24
0049,36.37
0050,36.21
0051,36.12
0052,36.08
0053,36.04
0054,36.35
0055,36.4
0056,35.66
0057,35.38
0058,35.31
0059,35.28
0060,35.25
0061,34.43
0062,34.49
0063,34.87
0064,34.41
0065,34.11
0066,33.97
0067,33.82
0068,33.97
0069,34.12
0070,34.03
0071,34.1
0072,34.02
0073,33.98
0074,33.94
0075,34.16
0076,34.16
0077,34.86
0078,34.67
0079,34.72
0080,34.75
0081,34.77
0082,35.28
0083,35.05
0084,34.44
0085,34.32
0086,34.39
0087,34.42
0088,34.45
0089,34.68
0090,34.62
0091,34.81
0092,34.83
0093,34.84
0094,34.84
0095,34.85
0096,35.04
0097,34.49
0098,34.43
0099,34.37
0100,34.47
0101,34.52
0102,34.56
0103,34.28
0104,34.55
0105,34.38
0106,34.34
0107,34.40
0108,34.42
0109,34.45
0110,34.72
0111,34.38
0112,34.3
0113,34.52
0114,34.75
0115,34.86
0116,34.97
0117,34.3
0118,34.42
0119,34.34
0120,33.89
0121,33.92
0122,33.94
0123,33.96
0124,34.25
0125,33.61
0126,33.63
0127,33.86
0128,33.70
0129,33.62
0130,33.55
0131,33.26
0132,33.28
0133,32.95
0134,33.53
0135,33.59
0136,33.62
0137,33.65
0138,34.09
0139,34.42
0140,34.63
0141,34.49
0142,34.39
0143,34.34
0144,34.32
0145,34.3
0146,33.96
0147,34.11
0148,34.18
0149,34.16
0150,34.15
0151,34.14
0152,33.88
0153,33.3
0154,32.7
0155,32.45
0156,32.42
0157,32.41
0158,32.39
0159,32.31
0160,32.55
0161,32.6
0162,32.63
0163,32.66
0164,32.67
0165,32.69
0166,32.2
0167,32.37
0168,32.6
0169,33.04
0170,32.83
0171,32.72
0172,32.62
0173,32.66
0174,32.24
0175,32.09
0176,31.91
0177,32.08
0178,32.16
0179,32.24
0180,32.26
0181,32.23
0182,32.83
0183,32.81
0184,32.80
0185,32.80
0186,32.79
0187,33.13
0188,33.72
0189,33.75
0190,33.4
0191,33.54
0192,33.61
0193,33.68
0194,33.58
0195,33.55
0196,33.72
0197,33.99
0198,33.82
0199,33.73
0200,33.65
0201,33.41
0202,33.16
0203,33.33
0204,32.91
0205,32.90
0206,32.89
0207,32.89
0208,33.32
0209,33.54
0210,33.7
0211,34.43
0212,34.56
0213,34.62
0214,34.69
0215,34.51
0216,34.33
0217,34.37
0218,34.73
0219,34.98
0220,35.10
0221,35.23
0222,35.01
0223,35.31
0224,35.63
0225,35.5
0226,35.66
0227,35.74
0228,35.82
0229,35.88
0230,35.85
0231,36.05
0232,35.85
0233,35.25
0234,34.95
0235,34.65
0236,34.53
0237,33.47
0238,33.75
0239,33.98
0240,33.90
0241,33.86
0242,33.82
0243,33.33
0244,33.28
0245,33.13
0246,32.95
0247,32.95
0248,32.95
0249,32.95
0250,32.96
0251,33.23
0252,32.52
0253,32.54
0254,32.85
0255,33.00
0256,33.16
0257,32.89
0258,33.1
0259,33.32
0260,33.54
0261,33.63
0262,33.67
0263,33.72
0264,33.85
0265,33.91
0266,33.95
0267,34.46
0268,34.66
0269,34.75
0270,34.85
0271,34.66
0272,34.88
0273,35.42
0274,35.2
0275,35.38
0276,35.47
0277,35.55
0278,35.49
0279,35.05
0280,34.92
0281,35.51
0282,35.40
0283,35.34
0284,35.29
0285,35.73
0286,35.92
0287,36.14
0288,36.42
0289,36.37
0290,36.34
0291,36.32
0292,36.16
0293,36.74
0294,36.69
0295,37.07
0296,36.78
0297,36.64
0298,36.49
0299,36.7
0300,36.72
0301,35.8
0302,35.63
0303,35.65
0304,35.66
0305,35.67
0306,35.76
0307,35.9
0308,36.0
0309,35.46
0310,35.09
0311,34.90
0312,34.71
0313,35.03
0314,35.5
0315,35.95
0316,35.39
0317,35.20
0318,35.11
0319,35.01
0320,35.5
0321,35.23
0322,35.71
0323,35.87
0324,35.90
0325,35.91
0326,35.93
0327,35.37
0328,35.68
0329,35.61
0330,35.53
0331,35.56
0332,35.58
0333,35.59
0334,35.8
0335,35.85
0336,34.98
0337,34.54
0338,34.74
0339,34.84
0340,34.94
0341,35.14
0342,35.07
0343,35.19
0344,34.6
0345,34.78
0346,34.87
0347,34.95
0348,35.47
0349,35.67
0350,36.42
0351,36.12
0352,35.95
0353,35.87
0354,35.79
0355,35.24
0356,35.45
0357,35.81
0358,35.73
0359,35.69
0360,35.66
0361,35.64
0362,36.3
0363,36.3
0364,36.35
0365,35.98
0366,35.80
0367,35.70
0368,35.61
0369,35.68
0370,35.85
0371,36.1
0372,36.58
0373,36.41
0374,36.32
0375,36.23
0376,36.61
0377,36.3
0378,36.17
0379,36.23
0380,36.48
0381,36.60
0382,36.66
0383,36.73
0384,37.1
0385,36.65
0386,36.31
0387,36.48
0388,36.56
0389,36.65
0390,36.65
0391,36.69
0392,36.36
0393,37.54
0394,37.81
0395,37.95
0396,38.09
0397,38.33
0398,38.88
